序號,綠色商店名稱,聯絡地址,商店編號,聯絡人,聯絡電話,分機,手機號碼,綠色商店類型
397,7-11敦隆門市,106台北市大安區敦化南路2段200巷16號,A000739,廖培雁,(02)27478711,3961,,連鎖型綠色商店
398,7-11敦維門市,106台北市大安區四維路21號,A000421,廖培雁,(02)27478711,3961,,連鎖型綠色商店
399,7-11敦親門市,106台北市大安區辛亥路二段171巷8號,A000740,廖培雁,(02)27478711,3961,,連鎖型綠色商店
400,7-11晶華門市,104台北市中山區林森北路262號,A000225,廖培雁,(02)27478711,3961,,連鎖型綠色商店
401,7-11景中門市,116台北市文山區景文里景文街96.98號,A000265,廖培雁,(02)27478711,3961,,連鎖型綠色商店
402,7-11景高門市,116台北市文山區景華里景興路14號,A000845,廖培雁,(02)27478711,3961,,連鎖型綠色商店
403,7-11景捷門市,116台北市文山區景福街252號,A000873,廖培雁,(02)27478711,3961,,連鎖型綠色商店
404,7-11景華門市,116台北市文山區興東里景華街130號,A000820,廖培雁,(02)27478711,3961,,連鎖型綠色商店
405,7-11景興門市,116台北市文山區景興路113.115號.,A000768,廖培雁,(02)27478711,3961,,連鎖型綠色商店
406,7-11曾德門市,104台北市中山區錦州街21-2號,A000222,廖培雁,(02)27478711,3961,,連鎖型綠色商店
407,7-11朝福門市,105台北市松山區三民路115號,A000584,廖培雁,(02)27478711,3961,,連鎖型綠色商店
408,7-11森北門市,104台北市中山區林森北路110.112號,A000882,廖培雁,(02)27478711,3961,,連鎖型綠色商店
409,7-11港華門市,114台北市內湖區港華街53號,A000350,廖培雁,(02)27478711,3961,,連鎖型綠色商店
410,7-11港福門市,115台北市南港區興華路90號,A000293,廖培雁,(02)27478711,3961,,連鎖型綠色商店
411,7-11港德門市,115台北市南港區福德街373巷25號,A000751,廖培雁,(02)27478711,3961,,連鎖型綠色商店
412,7-11港興門市,115台北市南港區興華路119.121.123.125號,A000496,廖培雁,(02)27478711,3961,,連鎖型綠色商店
413,7-11港鑫門市,114台北市內湖區內湖路1段737巷35號,A000578,廖培雁,(02)27478711,3961,,連鎖型綠色商店
414,7-11湧久門市,103台北市大同區延平北路4段157.159號,A000523,廖培雁,(02)27478711,3961,,連鎖型綠色商店
415,7-11紫陽門市,114台北市內湖區紫陽里陽光街159號,A000785,廖培雁,(02)27478711,3961,,連鎖型綠色商店
416,7-11紫新門市,114台北市內湖區成功路三段201號1樓,A000640,廖培雁,(02)27478711,3961,,連鎖型綠色商店
417,7-11華山門市,100台北市中正區忠孝東路1段138號,A000221,廖培雁,(02)27478711,3961,,連鎖型綠色商店
418,7-11華江門市,108台北市萬華區華江里20鄰環河南路2段200號,A000181,廖培雁,(02)27478711,3961,,連鎖型綠色商店
419,7-11華技門市,115台北市南港區研究院路三段70號,A000307,廖培雁,(02)27478711,3961,,連鎖型綠色商店
420,7-11華岡門市,111台北市士林區光華路26巷7-1號,A000220,廖培雁,(02)27478711,3961,,連鎖型綠色商店
421,7-11華院門市,115台北市南港區研究院路三段234號,A000331,廖培雁,(02)27478711,3961,,連鎖型綠色商店
422,7-11華經門市,114台北市內湖區行忠路30號,A000534,廖培雁,(02)27478711,3961,,連鎖型綠色商店
423,7-11華電門市,106台北市大安區通化街177號,A000684,廖培雁,(02)27478711,3961,,連鎖型綠色商店
424,7-11華慶門市,100台北市中正區中華路一段59之16號,A000608,廖培雁,(02)27478711,3961,,連鎖型綠色商店
425,7-11華興門市,116台北市文山區木柵路一段168.170號,A000364,廖培雁,(02)27478711,3961,,連鎖型綠色商店
426,7-11華雙門市,108台北市萬華區環河南路二段252號,A000786,廖培雁,(02)27478711,3961,,連鎖型綠色商店
427,7-11華齡門市,111台北市士林區華齡街20號,A000312,廖培雁,(02)27478711,3961,,連鎖型綠色商店
428,7-11萊福門市,110台北市信義區林口街48號,A000217,廖培雁,(02)27478711,3961,,連鎖型綠色商店
429,7-11詠樂門市,103台北市大同區永樂里迪化街一段32巷2號,A000798,廖培雁,(02)27478711,3961,,連鎖型綠色商店
430,7-11開源門市,110台北市信義區松山路136.138號,A000342,廖培雁,(02)27478711,3961,,連鎖型綠色商店
431,7-11開寧門市,108台北市萬華區西寧南路16號,A000345,廖培雁,(02)27478711,3961,,連鎖型綠色商店
432,7-11開懷門市,100台北市中正區開封街一段25號,A000528,廖培雁,(02)27478711,3961,,連鎖型綠色商店
433,7-11隆昌門市,106台北市大安區基隆路二段142-2號,A000399,廖培雁,(02)27478711,3961,,連鎖型綠色商店
434,7-11雄強門市,115台北市南港區忠孝東路六段276號,A000226,廖培雁,(02)27478711,3961,,連鎖型綠色商店
435,7-11集鑫門市,111台北市士林區延平北路6段202.204號,A000720,廖培雁,(02)27478711,3961,,連鎖型綠色商店
436,7-11匯陽門市,114台北市內湖區陽光街383號,A000897,廖培雁,(02)27478711,3961,,連鎖型綠色商店
437,7-11園舺門市,108台北市萬華區西園路二段140巷52號,A000406,廖培雁,(02)27478711,3961,,連鎖型綠色商店
438,7-11圓武門市,104台北市中山區吉林路28號,A000428,廖培雁,(02)27478711,3961,,連鎖型綠色商店
439,7-11圓慶門市,103台北市大同區南京西路127號,A000824,廖培雁,(02)27478711,3961,,連鎖型綠色商店
440,7-11塔城門市,103台北市大同區長安西路342號,A000332,廖培雁,(02)27478711,3961,,連鎖型綠色商店
441,7-11塔優門市,105台北市松山區新東街30巷44號,A000439,廖培雁,(02)27478711,3961,,連鎖型綠色商店
442,7-11慈愛門市,115台北市南港區重陽路164號,A000193,廖培雁,(02)27478711,3961,,連鎖型綠色商店
443,7-11敬仁門市,110台北市信義區莊敬路470號,A000899,廖培雁,(02)27478711,3961,,連鎖型綠色商店
444,7-11敬群門市,104台北市中山區樂群2路142號,A000579,廖培雁,(02)27478711,3961,,連鎖型綠色商店
445,7-11新三連門市,110台北市信義區逸仙路42巷27號,A000885,廖培雁,(02)27478711,3961,,連鎖型綠色商店
446,7-11新士林門市,111台北市士林區大東路82號,A000554,廖培雁,(02)27478711,3961,,連鎖型綠色商店
447,7-11新大直門市,104台北市中山區北安路621巷48號,A000574,廖培雁,(02)27478711,3961,,連鎖型綠色商店
448,7-11新大學門市,111台北市士林區華岡路55號2樓,A000598,廖培雁,(02)27478711,3961,,連鎖型綠色商店
449,7-11新工農門市,110台北市信義區忠孝東路5段236巷6-3.8號1樓,A000898,廖培雁,(02)27478711,3961,,連鎖型綠色商店
450,7-11新天強門市,111台北市士林區克強路13之1號,A000361,廖培雁,(02)27478711,3961,,連鎖型綠色商店
451,7-11新文門市,112台北市士林區文昌路64號,A000553,廖培雁,(02)27478711,3961,,連鎖型綠色商店
452,7-11新安康門市,116台北市文山區木柵路二段88.90號1樓,A000866,廖培雁,(02)27478711,3961,,連鎖型綠色商店
453,7-11新西華門市,104台北市中山區民生東路3段31號,A000590,廖培雁,(02)27478711,3961,,連鎖型綠色商店
454,7-11新秀門市,116台北市文山區秀明路二段6號,A000426,廖培雁,(02)27478711,3961,,連鎖型綠色商店
455,7-11新忠誠門市,111台北市士林區忠誠路一段23號,A000461,廖培雁,(02)27478711,3961,,連鎖型綠色商店
456,7-11新承德門市,111台北市士林區承德路4段30號,A000806,廖培雁,(02)27478711,3961,,連鎖型綠色商店
457,7-11新東吳門市,111台北市士林區臨溪路70號,A000674,廖培雁,(02)27478711,3961,,連鎖型綠色商店
458,7-11新東帝門市,106台北市大安區敦化南路2段97號,A000519,廖培雁,(02)27478711,3961,,連鎖型綠色商店
459,7-11新東宮門市,110台北市信義區松山路455號,A000759,廖培雁,(02)27478711,3961,,連鎖型綠色商店
460,7-11新南門市,100台北市中正區新生南路1段130號,A000860,廖培雁,(02)27478711,3961,,連鎖型綠色商店
461,7-11新峨嵋門市,108台北市萬華區峨嵋街111之2號之3號,A000557,廖培雁,(02)27478711,3961,,連鎖型綠色商店
462,7-11新格蘭門市,100台北市中正區衡陽路27號,A000500,廖培雁,(02)27478711,3961,,連鎖型綠色商店
463,7-11新泰順門市,106台北市大安區泰順街13號,A000609,廖培雁,(02)27478711,3961,,連鎖型綠色商店
464,7-11新起門市,100台北市萬華區新起里長沙街二段104號,A000758,廖培雁,(02)27478711,3961,,連鎖型綠色商店
465,7-11新國聯門市,106台北市大安區光復南路180巷12號,A000623,廖培雁,(02)27478711,3961,,連鎖型綠色商店
466,7-11新紹南門市,100台北市中正區信義路一段13-1號,A000509,廖培雁,(02)27478711,3961,,連鎖型綠色商店
467,7-11新復勢門市,105台北市松山區八德路三段200.202號1樓,A000876,廖培雁,(02)27478711,3961,,連鎖型綠色商店
468,7-11新晴光門市,104台北市中山區農安街21號,A000450,廖培雁,(02)27478711,3961,,連鎖型綠色商店
469,7-11新景美門市,116台北市文山區木新路三段179.181號,A000894,廖培雁,(02)27478711,3961,,連鎖型綠色商店
470,7-11新雲門市,100台北市中正區三愛里連雲街81號,A000869,廖培雁,(02)27478711,3961,,連鎖型綠色商店
471,7-11新廈門門市,106台北市中正區廈門街42.46號,A000369,廖培雁,(02)27478711,3961,,連鎖型綠色商店
472,7-11新愛國門市,100台北市中正區延平南路177號,A000678,廖培雁,(02)27478711,3961,,連鎖型綠色商店
473,7-11新萬盛門市,116台北市文山區萬盛里羅斯福路5段59號,A000455,廖培雁,(02)27478711,3961,,連鎖型綠色商店
474,7-11新萬隆門市,116台北市文山區羅斯福路六段20.22號,A000850,廖培雁,(02)27478711,3961,,連鎖型綠色商店
475,7-11新寧南門市,108台北市萬華區西寧南路80號,A000573,廖培雁,(02)27478711,3961,,連鎖型綠色商店
476,7-11新福玉門市,115台北市南港區成福路145.147號,A000659,廖培雁,(02)27478711,3961,,連鎖型綠色商店
477,7-11新福林門市,112台北市士林區福林路191號,A000453,廖培雁,(02)27478711,3961,,連鎖型綠色商店
478,7-11新福慶門市,111台北市士林區基河路1號1樓(部份),A000653,廖培雁,(02)27478711,3961,,連鎖型綠色商店
479,7-11新艋舺門市,108台北市萬華區萬大路292號,A000809,廖培雁,(02)27478711,3961,,連鎖型綠色商店
480,7-11新豪美門市,112台北市北投區文林北路98.100號,A000466,廖培雁,(02)27478711,3961,,連鎖型綠色商店
481,7-11新劍潭門市,111台北市士林區福港街246號,A000456,廖培雁,(02)27478711,3961,,連鎖型綠色商店
482,7-11新慶陽門市,103台北市大同區重慶北路2段60號,A000675,廖培雁,(02)27478711,3961,,連鎖型綠色商店
483,7-11新潭美門市,114台北市內湖區新明路425.427號,A000489,廖培雁,(02)27478711,3961,,連鎖型綠色商店
484,7-11新錦祥門市,104台北市中山區錦西街16號,A000731,廖培雁,(02)27478711,3961,,連鎖型綠色商店
485,7-11新羅福門市,106台北市中正區羅斯福路3段82號,A000457,廖培雁,(02)27478711,3961,,連鎖型綠色商店
486,7-11新寶門市,104台北市中山區建國北路一段136號,A000254,廖培雁,(02)27478711,3961,,連鎖型綠色商店
487,7-11新寶清門市,105台北市松山區南京東路5段260號,A000511,廖培雁,(02)27478711,3961,,連鎖型綠色商店
488,7-11新饒河門市,105台北市松山區八德路四段687.687-1號1樓,A000818,廖培雁,(02)27478711,3961,,連鎖型綠色商店
489,7-11溫州門市,106台北市大安區羅斯福路三段267號,A000484,廖培雁,(02)27478711,3961,,連鎖型綠色商店
490,7-11溫東門市,106台北市大安區和平東路一段266號,A000239,廖培雁,(02)27478711,3961,,連鎖型綠色商店
491,7-11瑞升門市,106台北市大安區杭州南路二段91號,A000826,廖培雁,(02)27478711,3961,,連鎖型綠色商店
492,7-11瑞安門市,106台北市大安區瑞安街182號,A000381,廖培雁,(02)27478711,3961,,連鎖型綠色商店
493,7-11瑞江門市,114台北市內湖區瑞陽里江南街71巷16弄76號,A000490,廖培雁,(02)27478711,3961,,連鎖型綠色商店
494,7-11瑞泰門市,114台北市內湖區瑞光路356號,A000418,廖培雁,(02)27478711,3961,,連鎖型綠色商店
495,7-11瑞富門市,114台北市內湖區瑞光路188巷51號1樓,A000670,廖培雁,(02)27478711,3961,,連鎖型綠色商店
496,7-11瑞湖門市,114台北市內湖區江南街128號,A000832,廖培雁,(02)27478711,3961,,連鎖型綠色商店
497,7-11瑞寶門市,114台北市內湖區瑞光路583巷27號1樓,A000295,廖培雁,(02)27478711,3961,,連鎖型綠色商店
498,7-11瑞鑫門市,114台北市內湖區瑞光路580號,A000856,廖培雁,(02)27478711,3961,,連鎖型綠色商店
499,7-11萬大門市,108台北市萬華區萬大路275號,A000210,廖培雁,(02)27478711,3961,,連鎖型綠色商店
500,7-11萬光門市,100台北市中正區中華路二段157號,A000405,廖培雁,(02)27478711,3961,,連鎖型綠色商店
501,7-11萬和門市,108台北市萬華區萬大路184號,A000205,廖培雁,(02)27478711,3961,,連鎖型綠色商店
502,7-11萬忠門市,108台北市萬華區東園街28巷58號,A000476,廖培雁,(02)27478711,3961,,連鎖型綠色商店
503,7-11萬東門市,108台北市萬華區萬大路486巷59弄1號,A000629,廖培雁,(02)27478711,3961,,連鎖型綠色商店
504,7-11萬芳門市,116台北市文山區萬安街23.25號,A000242,廖培雁,(02)27478711,3961,,連鎖型綠色商店
505,7-11萬芳醫門市,116台北市文山區興隆路三段111號,A000352,廖培雁,(02)27478711,3961,,連鎖型綠色商店
506,7-11萬長門市,108台北市萬華區東園街172.174號,A000804,廖培雁,(02)27478711,3961,,連鎖型綠色商店
507,7-11萬美門市,116台北市文山區萬和街6號2樓之1,A000654,廖培雁,(02)27478711,3961,,連鎖型綠色商店
508,7-11萬翔門市,100台北市中正區公園路13號,A000282,廖培雁,(02)27478711,3961,,連鎖型綠色商店
509,7-11萬華門市,108台北市萬華區萬大路64號莒光路251號,A000726,廖培雁,(02)27478711,3961,,連鎖型綠色商店
510,7-11萬華站門市,108台北市萬華區康定路382號,A000317,廖培雁,(02)27478711,3961,,連鎖型綠色商店
511,7-11萬瑞門市,116台北市文山區羅斯福路6段29.31號,A000507,廖培雁,(02)27478711,3961,,連鎖型綠色商店
512,7-11萬運門市,108台北市萬華區西園路一段153號B1(捷運龍山寺站B1),A000526,廖培雁,(02)27478711,3961,,連鎖型綠色商店
513,7-11萬福門市,116台北市文山區萬年里羅斯福路5段170巷33及35號,A000721,廖培雁,(02)27478711,3961,,連鎖型綠色商店
514,7-11經貿門市,115台北市南港區三重路一段19號1樓,A000903,廖培雁,(02)27478711,3961,,連鎖型綠色商店
515,7-11義安門市,106台北市大安區信義路三段166號,A000385,廖培雁,(02)27478711,3961,,連鎖型綠色商店
516,7-11義村門市,106台北市大安區忠孝東路三段160號,A000635,廖培雁,(02)27478711,3961,,連鎖型綠色商店
517,7-11葫東門市,111台北市士林區延平北路五段222號,A000259,廖培雁,(02)27478711,3961,,連鎖型綠色商店
518,7-11試院門市,116台北市文山區木柵路1段139號.,A000884,廖培雁,(02)27478711,3961,,連鎖型綠色商店
519,7-11試院門市,116台北市文山區木柵路1段139號.,A000771,廖培雁,(02)27478711,3961,,連鎖型綠色商店
520,7-11誠義門市,111台北市士林區忠誠路一段126號,A000471,廖培雁,(02)27478711,3961,,連鎖型綠色商店
521,7-11農安門市,104台北市中山區農安街28-2號,A000355,廖培雁,(02)27478711,3961,,連鎖型綠色商店
522,7-11運通門市,100台北市中正區忠孝西路1段49號U1,A000488,廖培雁,(02)27478711,3961,,連鎖型綠色商店
523,7-11道生門市,110台北市信義區新仁里東興路57號,A000218,廖培雁,(02)27478711,3961,,連鎖型綠色商店
524,7-11達人門市,114台北市內湖區內湖路2段249.251號,A000524,廖培雁,(02)27478711,3961,,連鎖型綠色商店
525,7-11僑信門市,106台北市大安區信義路四段197號,A000571,廖培雁,(02)27478711,3961,,連鎖型綠色商店
526,7-11嘉馥門市,110台北市信義區信義路6段11號,A000889,廖培雁,(02)27478711,3961,,連鎖型綠色商店
527,7-11寧波門市,100台北市中正區寧波西街3號,A000537,廖培雁,(02)27478711,3961,,連鎖型綠色商店
528,7-11實踐大學門市,105台北市中山區大直街70號1樓,A000505,廖培雁,(02)27478711,3961,,連鎖型綠色商店
529,7-11榮金門市,104台北市中山區龍江路384巷1號,A000531,廖培雁,(02)27478711,3961,,連鎖型綠色商店
530,7-11榮星門市,104台北市中山區龍江路322號,A000560,廖培雁,(02)27478711,3961,,連鎖型綠色商店
531,7-11榮總門市,111台北市士林區石牌路2段301號,A000370,廖培雁,(02)27478711,3961,,連鎖型綠色商店
532,7-11榮鑫門市,104台北市中山區建國北路三段91號,A000478,廖培雁,(02)27478711,3961,,連鎖型綠色商店
533,7-11漢竹門市,100台北市中正區漢口街一段70號,A000409,廖培雁,(02)27478711,3961,,連鎖型綠色商店
534,7-11漢神門市,116台北市文山區景中街45號1樓,A000237,廖培雁,(02)27478711,3961,,連鎖型綠色商店
535,7-11漢陽門市,108台北市萬華區昆明街173號1F,A000264,廖培雁,(02)27478711,3961,,連鎖型綠色商店
536,7-11漢寧門市,108台北市萬華區西寧南路85號,A000414,廖培雁,(02)27478711,3961,,連鎖型綠色商店
537,7-11滬江門市,116台北市文山區羅斯福路六段308.310號,A000558,廖培雁,(02)27478711,3961,,連鎖型綠色商店
538,7-11碧綠門市,114台北市內湖區內湖路三段60巷1弄2-1號1F,A000363,廖培雁,(02)27478711,3961,,連鎖型綠色商店
539,7-11福中門市,110台北市信義區福德街189號,A000841,廖培雁,(02)27478711,3961,,連鎖型綠色商店
540,7-11福州門市,100台北市中正區南昌路1段135號,A000322,廖培雁,(02)27478711,3961,,連鎖型綠色商店
541,7-11福志門市,112台北市士林區雨農路25號,A000244,廖培雁,(02)27478711,3961,,連鎖型綠色商店
542,7-11福芝門市,112台北市士林區福國路94號,A000267,廖培雁,(02)27478711,3961,,連鎖型綠色商店
543,7-11福致門市,112台北市北投區致遠一路二段55號,A000329,廖培雁,(02)27478711,3961,,連鎖型綠色商店
544,7-11福氣門市,111台北市士林區延平北路6段148號,A000549,廖培雁,(02)27478711,3961,,連鎖型綠色商店
545,7-11福捷門市,111台北市士林區中正路235巷14號,A000521,廖培雁,(02)27478711,3961,,連鎖型綠色商店
546,7-11福通門市,111台北市士林區大南路396號,A000762,廖培雁,(02)27478711,3961,,連鎖型綠色商店
547,7-11福湖門市,114台北市內湖區內湖路一段411巷19弄1號,A000647,廖培雁,(02)27478711,3961,,連鎖型綠色商店
548,7-11福陽門市,111台北市士林區延平北路五段259號,A000281,廖培雁,(02)27478711,3961,,連鎖型綠色商店
549,7-11福順門市,111台北市士林區福順里重慶北路四段117號,A000215,廖培雁,(02)27478711,3961,,連鎖型綠色商店
550,7-11福溢門市,111台北市士林區德行西路96號,A000185,廖培雁,(02)27478711,3961,,連鎖型綠色商店
551,7-11福源門市,105台北市松山區撫遠街306號,A000186,廖培雁,(02)27478711,3961,,連鎖型綠色商店
552,7-11福榮門市,112台北市士林區中正路220.222號,A000607,廖培雁,(02)27478711,3961,,連鎖型綠色商店
553,7-11福鑫門市,112台北市士林區中正路324號,A000408,廖培雁,(02)27478711,3961,,連鎖型綠色商店
554,7-11福讚門市,111台北市士林區中正路227號,A000411,廖培雁,(02)27478711,3961,,連鎖型綠色商店
555,7-11聚鑫門市,111台北市士林區延平北路六段350號,A000886,廖培雁,(02)27478711,3961,,連鎖型綠色商店
556,7-11鳳翔門市,106台北市大安區忠孝東路4段216巷68號,A000901,廖培雁,(02)27478711,3961,,連鎖型綠色商店
557,7-11墘都門市,114台北市內湖區內湖路一段669號,A000843,廖培雁,(02)27478711,3961,,連鎖型綠色商店
558,7-11億翔門市,100台北市中正區忠孝西路1段32號,A000572,廖培雁,(02)27478711,3961,,連鎖型綠色商店
559,7-11劍潭站門市,111台北市士林區中山北路五段65號1樓,A000867,廖培雁,(02)27478711,3961,,連鎖型綠色商店
560,7-11廣明門市,108台北市萬華區福音里昆明街304號,A000480,廖培雁,(02)27478711,3961,,連鎖型綠色商店
561,7-11影城門市,105台北市松山區八德路四段245巷35號,A000211,廖培雁,(02)27478711,3961,,連鎖型綠色商店
562,7-11德天門市,111台北市士林區德行西路52號1樓,A000853,廖培雁,(02)27478711,3961,,連鎖型綠色商店
563,7-11德成門市,114台北市內湖區內湖路2段366號,A000183,廖培雁,(02)27478711,3961,,連鎖型綠色商店
564,7-11德行門市,112台北市士林區忠誠路二段5號,A000413,廖培雁,(02)27478711,3961,,連鎖型綠色商店
565,7-11德東門市,112台北市士林區德行東路282號,A000497,廖培雁,(02)27478711,3961,,連鎖型綠色商店
566,7-11德芝門市,112台北市士林區德行東路330號,A000419,廖培雁,(02)27478711,3961,,連鎖型綠色商店
567,7-11德致門市,112台北市北投區明德路33.35號,A000407,廖培雁,(02)27478711,3961,,連鎖型綠色商店
568,7-11德倫門市,103台北市大同區庫倫街48-4.5號,A000290,廖培雁,(02)27478711,3961,,連鎖型綠色商店
569,7-11德華門市,111台北市士林區文林路663號,A000633,廖培雁,(02)27478711,3961,,連鎖型綠色商店
570,7-11德福門市,114台北市內湖區成功路4段30巷27.29.31號,A000286,廖培雁,(02)27478711,3961,,連鎖型綠色商店
571,7-11德鄰門市,110台北市信義區安康里松德路129.131號,A000327,廖培雁,(02)27478711,3961,,連鎖型綠色商店
572,7-11德馨門市,114台北市內湖區洲子街46號,A000297,廖培雁,(02)27478711,3961,,連鎖型綠色商店
573,7-11慶吉門市,103台北市大同區蓬萊里重慶北路三段53-1號,A000794,廖培雁,(02)27478711,3961,,連鎖型綠色商店
574,7-11撫順門市,104台北市中山區中山北路三段23-6號,A000412,廖培雁,(02)27478711,3961,,連鎖型綠色商店
575,7-11樂安門市,106台北市大安區樂業街71.73號,A000679,廖培雁,(02)27478711,3961,,連鎖型綠色商店
576,7-11樂利門市,106台北市大安區樂利路74號,A000763,廖培雁,(02)27478711,3961,,連鎖型綠色商店
577,7-11樂和門市,106台北市大安區樂利路29.29-1號,A000475,廖培雁,(02)27478711,3961,,連鎖型綠色商店
578,7-11樂得門市,105台北市松山區復興北路35號,A000371,廖培雁,(02)27478711,3961,,連鎖型綠色商店
579,7-11樂隆門市,106台北市大安區虎嘯里樂業街43號,A000561,廖培雁,(02)27478711,3961,,連鎖型綠色商店
580,7-11潤泰門市,104台北市中山區八德路二段314號,A000199,廖培雁,(02)27478711,3961,,連鎖型綠色商店
581,7-11稻江門市,104台北市中山區新生北路3段35號,A000324,廖培雁,(02)27478711,3961,,連鎖型綠色商店
582,7-11稻埕門市,103台北市大同區南京西路436號1F,A000305,廖培雁,(02)27478711,3961,,連鎖型綠色商店
583,7-11鄭州門市,103台北市大同區鄭州路3-2號,A000188,廖培雁,(02)27478711,3961,,連鎖型綠色商店
584,7-11黎元門市,106台北市大安區臥龍街188巷1號,A000391,廖培雁,(02)27478711,3961,,連鎖型綠色商店
585,7-11憩賢門市,116台北市文山區指南路二段64號(憩賢樓A8櫃),A000719,廖培雁,(02)27478711,3961,,連鎖型綠色商店
586,7-11興北門市,116台北市文山區興隆路三段108號,A000757,廖培雁,(02)27478711,3961,,連鎖型綠色商店
587,7-11興岩門市,116台北市文山區興隆路2段244巷20號1樓,A000435,廖培雁,(02)27478711,3961,,連鎖型綠色商店
588,7-11興舍門市,106台北市大安區長興街50號,A000440,廖培雁,(02)27478711,3961,,連鎖型綠色商店
589,7-11興芳門市,116台北市文山區興光里興隆路3段173-175號,A000744,廖培雁,(02)27478711,3961,,連鎖型綠色商店
590,7-11興信鑫門市,100台北市中正區信陽街12.14號1樓,A000835,廖培雁,(02)27478711,3961,,連鎖型綠色商店
591,7-11興復門市,104台北市中山區興安街99號一樓,A000668,廖培雁,(02)27478711,3961,,連鎖型綠色商店
592,7-11興貿門市,110台北市信義區景新里莊敬路178巷2號,A000650,廖培雁,(02)27478711,3961,,連鎖型綠色商店
593,7-11興隆門市,116台北市文山區興隆路2段150號,A000872,廖培雁,(02)27478711,3961,,連鎖型綠色商店
594,7-11豫銘門市,106台北市大安區大安路2段102號,A000182,廖培雁,(02)27478711,3961,,連鎖型綠色商店
595,7-11豫鋒門市,111台北市士林區大南路322號,A000892,廖培雁,(02)27478711,3961,,連鎖型綠色商店
596,7-11錢京門市,105台北市松山區南京東路三段335巷5號之3.4.9.10.11.12,A000473,廖培雁,(02)27478711,3961,,連鎖型綠色商店
597,7-11錢忠門市,106台北市大安區忠孝東路四段26巷5號,A000433,廖培雁,(02)27478711,3961,,連鎖型綠色商店
598,7-11錦北門市,104台北市中山區錦州街8號,A000536,廖培雁,(02)27478711,3961,,連鎖型綠色商店
599,7-11錦合門市,104台北市中山區合江街117號,A000219,廖培雁,(02)27478711,3961,,連鎖型綠色商店
600,7-11錦龍門市,104台北市中山區龍江路281-1號,A000321,廖培雁,(02)27478711,3961,,連鎖型綠色商店
601,7-11靜中門市,103台北市大同區寧夏路71號,A000261,廖培雁,(02)27478711,3961,,連鎖型綠色商店
602,7-11靜安門市,106台北市大安區光復南路262號,A000422,廖培雁,(02)27478711,3961,,連鎖型綠色商店
603,7-11龍山門市,108台北市萬華區康定路229號,A000275,廖培雁,(02)27478711,3961,,連鎖型綠色商店
604,7-11龍延門市,106台北市大安區師大路59巷13號.,A000396,廖培雁,(02)27478711,3961,,連鎖型綠色商店
605,7-11龍門門市,106台北市大安區和平東路2段18號,A000301,廖培雁,(02)27478711,3961,,連鎖型綠色商店
606,7-11龍淵門市,106台北市大安區和平東路二段118巷33號,A000552,廖培雁,(02)27478711,3961,,連鎖型綠色商店
607,7-11龍普門市,106台北市大安區敦化南路一段233巷25號,A000547,廖培雁,(02)27478711,3961,,連鎖型綠色商店
608,7-11龍廣門市,108台北市萬華區廣州街148號,A000642,廖培雁,(02)27478711,3961,,連鎖型綠色商店
609,7-11擎天崗門市,112台北市北投區湖山路一段12號,A000664,廖培雁,(02)27478711,3961,,連鎖型綠色商店
610,7-11濟南門市,106台北市大安區濟南路3段7號,A000269,廖培雁,(02)27478711,3961,,連鎖型綠色商店
611,7-11濟新門市,100台北市中正區濟南路2段50號,A000756,廖培雁,(02)27478711,3961,,連鎖型綠色商店
612,7-11環湖門市,114台北市內湖區環山路一段110號,A000580,廖培雁,(02)27478711,3961,,連鎖型綠色商店
613,7-11篷萊門市,103台北市大同區寧夏路131-1號,A000634,廖培雁,(02)27478711,3961,,連鎖型綠色商店
614,7-11總站門市,110台北市信義區吳興街487號,A000397,廖培雁,(02)27478711,3961,,連鎖型綠色商店
615,7-11總部門市,110台北市信義區東興路65號,A000415,廖培雁,(02)27478711,3961,,連鎖型綠色商店
616,7-11聰明門市,105台北市松山區南京東路5段363號,A000310,廖培雁,(02)27478711,3961,,連鎖型綠色商店
617,7-11聯合門市,110台北市信義區忠孝東路四段559巷6號,A000801,廖培雁,(02)27478711,3961,,連鎖型綠色商店
618,7-11聯成門市,115台北市南港區聯成里昆陽街150-1.150-3號,A000515,廖培雁,(02)27478711,3961,,連鎖型綠色商店
619,7-11聯坊門市,115台北市南港區東新街118巷1號,A000810,廖培雁,(02)27478711,3961,,連鎖型綠色商店
620,7-11臨江門市,106台北市大安區安和路二段67號,A000644,廖培雁,(02)27478711,3961,,連鎖型綠色商店
621,7-11臨沂門市,100台北市中正區文祥里臨沂街74.76號,A000656,廖培雁,(02)27478711,3961,,連鎖型綠色商店
622,7-11薇閣門市,112台北市北投區中央北路一段108號,A000197,廖培雁,(02)27478711,3961,,連鎖型綠色商店
623,7-11豐安門市,106台北市大安區東豐街9號,A000562,廖培雁,(02)27478711,3961,,連鎖型綠色商店
624,7-11醫學門市,110台北市信義區吳興街257.259號,A000474,廖培雁,(02)27478711,3961,,連鎖型綠色商店
625,7-11雙全門市,112台北市北投區中庸里大業路715-717號,A000766,廖培雁,(02)27478711,3961,,連鎖型綠色商店
626,7-11雙連門市,103台北市大同區民生西路176號,A000803,廖培雁,(02)27478711,3961,,連鎖型綠色商店
627,7-11雙環門市,108台北市萬華區環河南路二段207號,A000213,廖培雁,(02)27478711,3961,,連鎖型綠色商店
